path,module,priority,size_kb,emoji,sections,learningObjectives,exercises,references,etymology,needs_upgrade
006-html5/025-WebRTC.md,006-html5,P0,76.1,0,12,False,False,False,False,True
007-css/008-StyleSheetImportMethod.md,007-css,P0,1.3,0,0,False,False,False,False,True
007-css/025-CascadeLayer.md,007-css,P0,1.4,0,0,False,False,False,False,True
007-css/021-MobileAdaptation.md,007-css,P0,1.4,0,0,False,False,False,False,True
007-css/029-LessStylus.md,007-css,P0,1.7,0,0,False,False,False,False,True
007-css/031-PostCSS.md,007-css,P0,1.9,0,0,False,False,False,False,True
007-css/027-ScrollSnap.md,007-css,P0,1.9,0,1,False,False,False,False,True
007-css/032-BEMNamingMethodology.md,007-css,P0,1.9,0,1,False,False,False,False,True
007-css/036-CSSNativeNesting.md,007-css,P0,2.0,0,0,False,False,False,False,True
007-css/034-CSSModules.md,007-css,P0,2.0,0,0,False,False,False,False,True
007-css/033-CSSAtomic.md,007-css,P0,2.0,0,0,False,False,False,False,True
007-css/028-Sass.md,007-css,P0,2.1,0,0,False,False,False,False,True
007-css/006-PseudoClassPseudoElement.md,007-css,P0,2.1,0,0,False,False,False,False,True
007-css/035-CriticalRenderPathOptimization.md,007-css,P0,2.1,0,0,False,False,False,False,True
007-css/026-LogicalProperty.md,007-css,P0,2.2,0,0,False,False,False,False,True
007-css/030-ResponsiveDesign.md,007-css,P0,4.1,0,2,False,False,False,False,True
007-css/044-ResponsiveImage.md,007-css,P0,6.2,0,0,False,False,False,False,True
007-css/041-CSSNewFeatures.md,007-css,P0,7.3,0,0,False,False,False,False,True
007-css/043-HTMLSemanticSEO.md,007-css,P0,7.7,0,0,False,False,False,False,True
007-css/042-CSSPerformanceOptimizationDetailed.md,007-css,P0,7.9,0,1,False,False,False,False,True
007-css/039-CSSArchitectureMethodology.md,007-css,P0,7.9,0,2,False,False,False,False,True
007-css/012-StackingContext.md,007-css,P0,8.5,0,3,False,False,False,False,True
007-css/014-Shadow.md,007-css,P0,10.3,0,11,True,True,True,True,True
007-css/024-FeatureQuery.md,007-css,P0,10.4,0,11,True,True,True,True,True
007-css/022-Function.md,007-css,P0,10.4,0,11,True,True,True,True,True
007-css/040-CSSTheoryKnowledge.md,007-css,P0,10.8,0,1,False,False,False,False,True
007-css/010-PositionDetailed.md,007-css,P0,11.0,0,11,True,True,True,True,True
007-css/023-CSSVariableCustomAttribute.md,007-css,P0,11.0,0,0,False,False,False,False,True
007-css/019-MediaQuery.md,007-css,P0,11.3,0,11,True,True,True,True,True
007-css/018-BorderRadius.md,007-css,P0,11.6,0,12,True,True,True,True,True
007-css/038-CSSInJS.md,007-css,P0,11.6,0,2,False,False,False,False,True
007-css/017-CSSAnimationTransition.md,007-css,P0,12.1,0,0,False,False,False,False,True
007-css/002-CSS3BoxModelDetailed.md,007-css,P0,14.8,0,1,False,False,False,False,True
007-css/004-TraditionalLayoutTech.md,007-css,P0,17.3,0,3,False,False,False,False,True
007-css/037-CSSCanvasDrawing.md,007-css,P0,17.5,0,1,False,False,False,False,True
007-css/011-FloatClear.md,007-css,P0,17.9,0,12,True,True,True,True,False
007-css/001-CSS3OverviewBasicSyntax.md,007-css,P0,19.0,0,3,False,False,False,False,True
007-css/003-CSS3SelectorSystem.md,007-css,P0,22.9,0,0,False,False,False,False,True
007-css/005-CSS3FlexboxFlexLayout.md,007-css,P0,24.6,0,2,False,False,False,False,True
007-css/016-CSS3GridGridLayout.md,007-css,P0,24.9,0,0,False,False,False,False,True
007-css/045-CSSProjectExampleResponsiveHomepage.md,007-css,P0,26.6,0,0,False,False,False,False,True
007-css/009-MarginCollapse.md,007-css,P0,61.1,0,12,False,False,False,False,True
007-css/020-ContainerQuery.md,007-css,P0,63.1,0,12,False,False,False,False,True
007-css/007-PriorityCalculation.md,007-css,P0,70.3,0,12,False,False,False,False,True
007-css/013-Gradient.md,007-css,P0,72.0,0,12,False,False,False,False,True
007-css/015-BackgroundEnhancement.md,007-css,P0,89.6,0,12,False,False,False,False,True
008-javascript/002-ProgramStructureBasicSyntax.md,008-javascript,P0,20.3,0,2,False,False,False,False,True
008-javascript/003-VariableDataType.md,008-javascript,P0,20.3,0,2,False,False,False,False,True
008-javascript/042-JavaScriptPrototypeInheritance.md,008-javascript,P0,20.5,0,6,False,False,False,False,True
008-javascript/050-JavaScriptProjectExampleTodoApp.md,008-javascript,P0,22.7,0,2,False,False,False,False,True
008-javascript/027-DOMOperationEvent.md,008-javascript,P0,22.8,0,1,False,False,False,False,True
008-javascript/004-DataTypeOperator.md,008-javascript,P0,30.2,0,4,False,False,False,False,True
008-javascript/048-TypicalProjectPractice.md,008-javascript,P0,32.9,0,2,False,False,False,False,True
008-javascript/025-RecordsTuples.md,008-javascript,P0,38.3,0,12,False,False,False,False,True
008-javascript/016-FunctionScopeClosure.md,008-javascript,P0,43.9,0,12,False,False,False,False,True
008-javascript/023-IteratorHelper.md,008-javascript,P0,44.4,0,12,False,False,False,False,True
008-javascript/006-HigherOrderFunction.md,008-javascript,P0,45.8,0,12,False,False,False,False,True
008-javascript/039-ArrayHigherOrderMethod.md,008-javascript,P0,47.2,0,12,False,False,False,False,True
008-javascript/037-DeepShallowCopy.md,008-javascript,P0,50.0,0,12,False,False,False,False,True
008-javascript/033-EventLoopDetailed.md,008-javascript,P0,50.7,0,12,False,False,False,False,True
008-javascript/046-WebAPIBrowserInterface.md,008-javascript,P0,50.9,0,12,False,False,False,False,True
008-javascript/005-ControlFlow.md,008-javascript,P0,52.5,0,12,False,False,False,False,True
008-javascript/036-ES6NewFeatures.md,008-javascript,P0,52.6,0,12,False,False,False,False,True
008-javascript/018-CrossDocumentMessaging.md,008-javascript,P0,54.3,0,11,True,True,True,True,False
008-javascript/049-NodeJsAdvancedFeaturePerformanceOptimization.md,008-javascript,P0,55.9,0,12,False,False,False,False,True
008-javascript/031-ClosureMemoryLeakOptimization.md,008-javascript,P0,57.6,0,12,False,False,False,False,True
008-javascript/032-PrototypeChainClassEssence.md,008-javascript,P0,58.0,0,12,False,False,False,False,True
008-javascript/044-ErrorBoundaryGlobalErrorCatch.md,008-javascript,P0,58.4,0,12,False,False,False,False,True
008-javascript/045-MemoryLeakTroubleshoot.md,008-javascript,P0,59.2,0,12,False,False,False,False,True
008-javascript/030-AsyncProgramming.md,008-javascript,P0,59.8,0,12,False,False,False,False,True
008-javascript/028-JavaScriptLatestFeature.md,008-javascript,P0,61.2,0,12,False,False,False,False,True
008-javascript/012-EventLoop.md,008-javascript,P0,62.2,0,11,True,True,True,True,False
008-javascript/043-Regex.md,008-javascript,P0,62.8,0,12,False,False,False,False,True
008-javascript/041-ModuleDynamicImportCodeSplitting.md,008-javascript,P0,63.1,0,12,False,False,False,False,True
008-javascript/029-JavaScriptModular.md,008-javascript,P0,63.3,0,11,False,False,False,False,True
008-javascript/013-ES2018RegExpNamedCaptureGroups.md,008-javascript,P0,63.8,0,12,True,True,True,True,False
008-javascript/022-TemporalJavaScriptAPI.md,008-javascript,P0,65.6,0,10,True,True,True,True,False
008-javascript/001-JavaScriptOverviewRuntimeEnv.md,008-javascript,P0,67.5,0,12,False,False,False,False,True
008-javascript/008-CurryAndFunctionComposition.md,008-javascript,P0,70.5,0,11,True,True,True,True,False
008-javascript/009-CoroutinesInJavaScript.md,008-javascript,P0,71.1,0,11,True,True,True,True,False
008-javascript/015-UnicodePropertyEscape.md,008-javascript,P0,71.8,0,12,True,True,True,True,False
008-javascript/047-DebugPerformanceOptimization.md,008-javascript,P0,71.9,0,12,False,False,False,False,True
008-javascript/035-AsyncConcurrencyControl.md,008-javascript,P0,72.8,0,12,False,False,False,False,True
008-javascript/026-ObjectArray.md,008-javascript,P0,74.0,0,12,False,False,False,False,True
008-javascript/021-IndexedDBADatabaseInYourBrowser.md,008-javascript,P0,74.2,0,11,True,True,True,True,False
008-javascript/034-PromiseStaticMethod.md,008-javascript,P0,74.6,0,12,False,False,False,False,True
008-javascript/011-ObjectReference.md,008-javascript,P0,74.9,0,11,True,True,True,True,False
008-javascript/010-ExploringES6ProxiesAndReflect.md,008-javascript,P0,77.7,0,10,True,True,True,True,False
008-javascript/007-LinearGeneticProgramming.md,008-javascript,P0,82.2,0,10,True,True,True,True,False
008-javascript/020-StorageForTheWeb.md,008-javascript,P0,88.2,0,12,True,True,True,True,False
008-javascript/014-Assert.md,008-javascript,P0,88.5,0,12,False,False,False,False,True
008-javascript/017-ErrorReferenceAndControlFlowAndErrorHandling.md,008-javascript,P0,89.7,0,11,True,True,True,True,False
008-javascript/040-ProxyReflectPractice.md,008-javascript,P0,93.5,0,12,False,False,False,False,True
008-javascript/024-YouDonTKnowJSAsyncPerformance.md,008-javascript,P0,94.2,0,9,True,True,True,True,False
008-javascript/038-DebounceThrottle.md,008-javascript,P0,95.0,0,12,False,False,False,False,True
008-javascript/051-JavaScriptTheory.md,008-javascript,P0,96.1,0,12,True,True,True,True,False
008-javascript/019-ImageOptimization.md,008-javascript,P0,106.7,0,9,True,True,True,True,False
009-typescript/003-InterfaceTypeAlias.md,009-typescript,P0,17.1,0,2,False,False,False,False,True
009-typescript/050-TypeScriptProjectExampleTypeSafeAPIClient.md,009-typescript,P0,17.2,0,1,False,False,False,False,True
009-typescript/001-TypeScriptOverviewEnvSetup.md,009-typescript,P0,22.1,0,3,False,False,False,False,True
009-typescript/004-FunctionGeneric.md,009-typescript,P0,24.3,0,2,False,False,False,False,True
009-typescript/002-BasicTypeSystem.md,009-typescript,P0,25.7,0,3,False,False,False,False,True
009-typescript/015-AdvancedTypeCalculus.md,009-typescript,P0,31.4,0,3,False,False,False,False,True
009-typescript/006-ClassDecorator.md,009-typescript,P0,34.0,0,1,False,False,False,False,True
009-typescript/018-ThisTypePolymorphism.md,009-typescript,P0,38.7,0,12,False,False,False,False,True
009-typescript/039-TypeScriptEngineeringConfig.md,009-typescript,P0,42.2,0,12,False,False,False,False,True
009-typescript/012-DecoratorDetailed.md,009-typescript,P0,44.2,0,12,False,False,False,False,True
009-typescript/020-NamespaceModule.md,009-typescript,P0,46.5,0,12,False,False,False,False,True
009-typescript/023-ConditionalTypeDistribute.md,009-typescript,P0,47.7,0,12,False,False,False,False,True
009-typescript/042-ConditionalTypeInfer.md,009-typescript,P0,47.7,0,12,False,False,False,False,True
009-typescript/007-IntersectionTypeMerge.md,009-typescript,P0,48.0,0,12,False,False,False,False,True
009-typescript/008-TypeGuardCustomGuard.md,009-typescript,P0,48.7,0,12,False,False,False,False,True
009-typescript/043-TypeScriptCompilePerformanceOptimization.md,009-typescript,P0,50.9,0,12,False,False,False,False,True
009-typescript/047-ModuleDeclarationGlobalAugmentation.md,009-typescript,P0,51.1,0,12,False,False,False,False,True
009-typescript/044-MappedTypeKeyRemap.md,009-typescript,P0,52.3,0,12,False,False,False,False,True
009-typescript/019-OnTheRoleOfSymbolicExecutionInTypeSystems.md,009-typescript,P0,52.6,0,10,True,True,True,True,False
009-typescript/032-TypeSafeFormValidation.md,009-typescript,P0,52.7,0,12,False,False,False,False,True
009-typescript/022-UtilityTypePrinciple.md,009-typescript,P0,53.6,0,7,False,False,False,False,True
009-typescript/011-GenericConstraintDefault.md,009-typescript,P0,54.2,0,12,False,False,False,False,True
009-typescript/021-EnumAdvanced.md,009-typescript,P0,56.7,0,12,False,False,False,False,True
009-typescript/010-MappedTypeAdvanced.md,009-typescript,P0,57.2,0,10,False,False,False,False,True
009-typescript/026-ConditionalMappedType.md,009-typescript,P0,57.4,0,12,False,False,False,False,True
009-typescript/028-PurelyFunctionalDataStructures.md,009-typescript,P0,58.1,0,10,True,True,True,True,False
009-typescript/034-TypeSafeRoute.md,009-typescript,P0,59.6,0,12,False,False,False,False,True
009-typescript/049-DecoratorStandardImpl.md,009-typescript,P0,59.8,0,12,False,False,False,False,True
009-typescript/036-TypeLevelProgrammingInTypeScript.md,009-typescript,P0,59.9,0,9,True,True,True,True,False
009-typescript/046-TypeGymnastics.md,009-typescript,P0,60.9,0,12,False,False,False,False,True
009-typescript/005-LocalTypeInference.md,009-typescript,P0,61.2,0,6,True,True,True,True,False
009-typescript/009-IndexSignatureDynamicProperty.md,009-typescript,P0,62.9,0,10,False,False,False,False,True
009-typescript/016-OnTheComplexityOfTypeScriptTypeChecking.md,009-typescript,P0,63.7,0,10,True,True,True,True,False
009-typescript/041-TypeScriptMigrationPractice.md,009-typescript,P0,63.7,0,12,False,False,False,False,True
009-typescript/024-ECMAScript2024LanguageSpecification.md,009-typescript,P0,64.8,0,9,True,True,True,True,False
009-typescript/017-CovarianceContravariance.md,009-typescript,P0,67.4,0,12,True,True,True,True,False
009-typescript/038-TypesAndProgrammingLanguages.md,009-typescript,P0,67.7,0,11,True,True,True,True,False
009-typescript/027-TypeScriptTypeDeclarationModuleResolution.md,009-typescript,P0,68.9,0,12,True,True,True,True,False
009-typescript/033-TypeSafeI18n.md,009-typescript,P0,69.5,0,8,False,False,False,False,True
009-typescript/031-TypeSafeEnvVar.md,009-typescript,P0,71.6,0,12,False,False,False,False,True
009-typescript/040-SatisfiesOperator.md,009-typescript,P0,74.3,0,12,False,False,False,False,True
009-typescript/037-ECMAScript2024LanguageSpecificationECMA26215thEdition.md,009-typescript,P0,74.4,0,8,True,True,True,True,False
009-typescript/014-ModuleResolutionInModernJavaScriptToolchains.md,009-typescript,P0,74.4,0,10,True,True,True,True,False
009-typescript/048-TsconfigStrictMode.md,009-typescript,P0,80.4,0,12,False,False,False,False,True
009-typescript/035-TypeScript54ReleaseNotesNoInferUtilityType.md,009-typescript,P0,82.1,0,10,True,True,True,True,False
009-typescript/025-RecursiveTypeDeepOperation.md,009-typescript,P0,82.9,0,12,True,True,True,True,False
009-typescript/051-ATheoryOfTypePolymorphismInProgramming.md,009-typescript,P0,83.4,0,12,True,True,True,True,False
009-typescript/045-TemplateLiteralType.md,009-typescript,P0,84.1,0,12,True,True,True,True,False
009-typescript/029-TypeSafeAPIClient.md,009-typescript,P0,90.9,0,8,False,False,False,False,True
009-typescript/030-TypeSafeStateManagement.md,009-typescript,P0,92.5,0,12,False,False,False,False,True
009-typescript/013-DeclarationFileWriting.md,009-typescript,P0,127.3,0,12,True,True,True,True,False
010-vue3/029-PiniaPersistencePlugin.md,010-vue3,P0,1.9,0,0,False,False,False,False,True
010-vue3/031-VuePerformanceDetailed.md,010-vue3,P0,2.0,0,0,False,False,False,False,True
010-vue3/024-CompositionAPIAdvantageScene.md,010-vue3,P0,2.1,0,1,False,False,False,False,True
010-vue3/025-CustomComposableWrapper.md,010-vue3,P0,2.1,0,0,False,False,False,False,True
010-vue3/005-TeleportSuspense.md,010-vue3,P0,2.1,0,0,False,False,False,False,True
010-vue3/008-CustomDirectiveAdvanced.md,010-vue3,P0,2.2,0,0,False,False,False,False,True
010-vue3/022-ComputedCacheWatchTiming.md,010-vue3,P0,3.2,0,1,False,False,False,False,True
010-vue3/001-OverviewEnv.md,010-vue3,P0,4.9,0,1,False,False,False,False,True
010-vue3/002-Vue3QuickStartGuide.md,010-vue3,P0,6.3,0,0,False,False,False,False,True
010-vue3/003-Vue3TemplateSyntax.md,010-vue3,P0,8.4,0,1,False,False,False,False,True
010-vue3/012-LifecycleHook.md,010-vue3,P0,9.6,0,2,False,False,False,False,True
010-vue3/023-VueRouterDetailed.md,010-vue3,P0,9.6,0,1,False,False,False,False,True
010-vue3/013-Vue3TestStrategy.md,010-vue3,P0,10.0,0,11,True,True,True,True,True
010-vue3/035-Vue3TheoryKnowledge.md,010-vue3,P0,10.2,0,1,False,False,False,False,True
010-vue3/017-CustomHook.md,010-vue3,P0,10.2,0,0,False,False,False,False,True
010-vue3/006-API.md,010-vue3,P0,10.3,0,3,False,False,False,False,True
010-vue3/021-PluginDevelopment.md,010-vue3,P0,10.4,0,2,False,False,False,False,True
010-vue3/020-PiniaStateManagementDetailed.md,010-vue3,P0,10.6,0,1,False,False,False,False,True
010-vue3/009-TransitionAnimation.md,010-vue3,P0,10.7,0,11,True,True,True,True,True
010-vue3/010-Vue3CompileOptimization.md,010-vue3,P0,10.8,0,3,False,False,False,False,True
010-vue3/030-VueRouterNavigationGuard.md,010-vue3,P0,12.1,0,11,True,True,True,True,True
010-vue3/032-PerformanceOptimization.md,010-vue3,P0,12.5,0,0,False,False,False,False,True
010-vue3/027-KeepAliveCacheLifecycle.md,010-vue3,P0,12.9,0,11,True,True,True,True,True
010-vue3/026-TeleportPortalApp.md,010-vue3,P0,13.7,0,12,True,True,True,True,True
010-vue3/016-ReactiveSystem.md,010-vue3,P0,13.8,0,2,False,False,False,False,True
010-vue3/018-ComponentSystem.md,010-vue3,P0,15.4,0,1,False,False,False,False,True
010-vue3/004-Vue3DirectiveSystem.md,010-vue3,P0,16.0,0,0,False,False,False,False,True
010-vue3/019-TypeScriptIntegration.md,010-vue3,P0,16.4,0,1,False,False,False,False,True
010-vue3/034-Vue3ProjectExampleBlog.md,010-vue3,P0,16.4,0,0,False,False,False,False,True
010-vue3/033-Vue3AdvancedComponentFeature.md,010-vue3,P0,17.4,0,0,False,False,False,False,True
010-vue3/014-Vue3WebComponents.md,010-vue3,P0,61.8,0,12,False,False,False,False,True
010-vue3/011-Vue3SSR.md,010-vue3,P0,89.2,0,12,False,False,False,False,True
010-vue3/028-AsyncComponentSuspense.md,010-vue3,P0,90.4,0,12,False,False,False,False,True
010-vue3/015-Vue3PerformancePractice.md,010-vue3,P0,91.3,0,12,False,False,False,False,True
010-vue3/007-ProvideInject.md,010-vue3,P0,102.1,0,12,False,False,False,False,True
011-react/041-NextJsAppRouter.md,011-react,P0,2.2,0,0,False,False,False,False,True
011-react/042-React19NewAPI.md,011-react,P0,2.4,0,0,False,False,False,False,True
011-react/045-CustomHooksReuseLogic.md,011-react,P0,2.6,0,0,False,False,False,False,True
011-react/043-ConcurrentRenderInterruptible.md,011-react,P0,2.6,0,1,False,False,False,False,True
011-react/035-ReactD3.md,011-react,P0,6.1,0,4,False,False,False,False,True
011-react/033-ReactPWA.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/022-ReactTest.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/025-ReactAnimation.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/034-ReactCanvas.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/032-ReactAccessibility.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/024-ReactI18n.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/037-ReactCICD.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/031-ReactMicroFrontend.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/030-ReactGraphQL.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/011-JSXDeepAnalysis.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/023-ReactRouteAdvanced.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/036-ReactStorybook.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/027-ReactDesignPattern.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/014-ServerComponents.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/020-ReactForm.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/029-ReactWebSocket.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/038-ReactMonorepo.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/019-ReactErrorBoundary.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/021-ReactTypeScript.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/026-ReactSSR.md,011-react,P0,6.2,0,4,False,False,False,False,True
011-react/028-ReactWebAssembly.md,011-react,P0,6.3,0,4,False,False,False,False,True
011-react/017-StateManagementSolutionComparison.md,011-react,P0,6.3,0,4,False,False,False,False,True
011-react/015-HooksPrinciple.md,011-react,P0,7.9,0,3,False,False,False,False,True
011-react/013-ConcurrentMode.md,011-react,P0,8.3,0,3,False,False,False,False,True
011-react/012-FiberArchitecture.md,011-react,P0,8.3,0,3,False,False,False,False,True
011-react/001-OverviewEnvSetup.md,011-react,P0,9.0,0,2,False,False,False,False,True
011-react/002-ComponentProps.md,011-react,P0,10.7,0,0,False,False,False,False,True
011-react/008-PerformanceOptimization.md,011-react,P0,11.2,0,0,False,False,False,False,True
011-react/003-StateEvent.md,011-react,P0,11.6,0,0,False,False,False,False,True
011-react/005-ContextGlobalState.md,011-react,P0,11.8,0,0,False,False,False,False,True
011-react/006-React19NewFeatures.md,011-react,P0,12.3,0,0,False,False,False,False,True
011-react/004-HooksDeep.md,011-react,P0,13.5,0,1,False,False,False,False,True
011-react/009-TestEngineering.md,011-react,P0,13.5,0,0,False,False,False,False,True
011-react/007-RouteDataFetch.md,011-react,P0,13.9,0,0,False,False,False,False,True
011-react/010-NextJSFullStack.md,011-react,P0,16.4,0,1,False,False,False,False,True
011-react/044-ErrorBoundarySentry.md,011-react,P0,52.0,0,12,False,False,False,False,True
011-react/018-ReactPerformance.md,011-react,P0,54.3,0,12,False,False,False,False,True
011-react/016-CustomHooksDesignPattern.md,011-react,P0,56.5,0,12,False,False,False,False,True
011-react/039-ReactCompilerAutoMemoization.md,011-react,P0,56.6,0,12,False,False,False,False,True
011-react/040-ServerClientComponents.md,011-react,P0,61.8,0,12,False,False,False,False,True
012-svg/007-SVGColorFill.md,012-svg,P0,8.3,0,1,False,False,False,False,True
012-svg/004-SVGBasicShapeDetailed.md,012-svg,P0,8.4,0,1,False,False,False,False,True
012-svg/009-SVGTransformTransform.md,012-svg,P0,9.0,0,2,False,False,False,False,True
012-svg/012-SVGSymbolReuse.md,012-svg,P0,9.0,0,2,False,False,False,False,True
012-svg/016-SVGResponsivePerformance.md,012-svg,P0,9.5,0,1,False,False,False,False,True
012-svg/014-SVGCSSStyling.md,012-svg,P0,9.9,0,1,False,False,False,False,True
012-svg/011-SVGClipMask.md,012-svg,P0,10.0,0,2,False,False,False,False,True
012-svg/008-SVGGradientPattern.md,012-svg,P0,10.4,0,1,False,False,False,False,True
012-svg/010-SVGFilterDetailed.md,012-svg,P0,11.1,0,2,False,False,False,False,True
012-svg/013-SVGAnimationBasics.md,012-svg,P0,11.6,0,2,False,False,False,False,True
012-svg/015-SVGJavaScriptInteraction.md,012-svg,P0,11.7,0,1,False,False,False,False,True
012-svg/017-SVGIconAccessibility.md,012-svg,P0,13.8,0,1,False,False,False,False,True
012-svg/018-SVGPracticeProject.md,012-svg,P0,22.8,0,2,False,False,False,False,True
012-svg/002-SVGBasicSyntaxDocStructure.md,012-svg,P0,49.5,0,12,False,False,False,False,True
012-svg/003-SVGCoordinateSystemViewBox.md,012-svg,P0,49.7,0,12,False,False,False,False,True
